Make,Model,Year,Engine.Fuel.Type,Engine.HP,Engine.Cylinders,Transmission.Type,Driven_Wheels,Number.of.Doors,Vehicle.Size,Vehicle.Style,highway.MPG,city.mpg,Popularity,MSRP,Market.Category
Acura,RDX,2017,premium unleaded (recommended),279,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,19,204,40770,"Crossover,Luxury"
Acura,Legend,1993,regular unleaded,230,6,MANUAL,front wheel drive,2,Midsize,Coupe,23,15,204,2000,"Luxury,Performance"
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204,43015,"Crossover,Luxury"
Acura,RDX,2017,premium unleaded (recommended),279,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,204,42220,"Crossover,Luxury"
Acura,RSX,2006,regular unleaded,155,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,31,24,204,21475,"Hatchback,Luxury"
Acura,RLX,2017,premium unleaded (recommended),310,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,20,204,60450,"Luxury,Performance"
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204,51440,"Crossover,Luxury"
Acura,Integra,2001,regular unleaded,140,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,28,21,204,20200,"Hatchback,Luxury"
Acura,RLX,2016,premium unleaded (recommended),377,6,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,32,28,204,59950,"Luxury,High-Performance,Hybrid"
Acura,Legend,1995,regular unleaded,230,6,MANUAL,front wheel drive,4,Midsize,Sedan,24,16,204,2066,"Luxury,Performance"
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,204,54780,"Crossover,Luxury"
Acura,ILX,2017,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,35,25,204,34980,Luxury
Acura,Legend,1995,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,22,17,204,2144,Luxury
Acura,RLX,2016,premium unleaded (recommended),310,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,20,204,54450,"Luxury,Performance"
Acura,TL,2012,premium unleaded (required),280,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,29,20,204,41635,"Luxury,Performance"
Acura,TSX Sport Wagon,2012,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Midsize,Wagon,30,22,204,31360,Luxury
Acura,RLX,2015,premium unleaded (recommended),310,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,20,204,48450,"Luxury,Performance"
Acura,Legend,1995,regular unleaded,230,6,MANUAL,front wheel drive,2,Midsize,Coupe,24,16,204,2506,"Luxury,Performance"
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,18,204,50840,"Crossover,Luxury"
Acura,RL,2012,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,24,17,204,48200,"Luxury,Performance"
Acura,Legend,1995,regular unleaded,230,6,MANUAL,front wheel drive,2,Midsize,Coupe,24,16,204,2265,"Luxury,Performance"
Acura,Integra,1999,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,29,22,204,2799,"Hatchback,Luxury"
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,204,46840,"Crossover,Luxury"
Acura,Legend,1993,regular unleaded,200,6,MANUAL,front wheel drive,4,Midsize,Sedan,23,16,204,2000,Luxury
Acura,Integra,2000,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,28,22,204,3086,"Hatchback,Luxury"
Acura,ILX,2017,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,35,25,204,32990,Luxury
Acura,TLX,2017,premium unleaded (recommended),206,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,Sedan,35,24,204,35950,Luxury
Acura,RSX,2005,regular unleaded,160,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,31,22,204,21175,"Hatchback,Luxury,Performance"
Acura,RLX,2016,premium unleaded (recommended),310,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,20,204,60450,"Luxury,Performance"
Acura,TL,2012,premium unleaded (required),305,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,26,18,204,45185,"Luxury,Performance"
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,20,204,53230,"Crossover,Luxury"
Acura,RLX,2017,premium unleaded (recommended),310,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,20,204,54450,"Luxury,Performance"
Acura,TSX Sport Wagon,2014,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Midsize,Wagon,30,22,204,35635,Luxury
Acura,RL,2012,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,24,17,204,56150,"Luxury,Performance"
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,20,204,55230,"Crossover,Luxury"
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,204,42565,"Crossover,Luxury"
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,18,204,56780,"Crossover,Luxury"
Acura,ILX,2017,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,35,25,204,31980,Luxury
Acura,RLX,2015,premium unleaded (recommended),310,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,20,204,60450,"Luxury,Performance"
Acura,Integra,2000,regular unleaded,140,4,MANUAL,front wheel drive,4,Compact,Sedan,28,22,204,3222,Luxury
Acura,ILX,2017,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,35,25,204,27990,Luxury
Acura,TLX,2017,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,31,21,204,44800,Luxury
Acura,RDX,2017,premium unleaded (recommended),279,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,204,36870,"Crossover,Luxury"
Acura,ILX,2017,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,35,25,204,29990,Luxury
Acura,TL,2012,premium unleaded (required),305,6,MANUAL,all wheel drive,4,Midsize,Sedan,25,17,204,42985,"Luxury,Performance"
Acura,Legend,1995,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,22,17,204,2356,Luxury
Acura,Integra,2001,regular unleaded,140,4,MANUAL,front wheel drive,4,Compact,Sedan,28,22,204,20200,Luxury
Acura,Legend,1994,regular unleaded,200,6,MANUAL,front wheel drive,4,Midsize,Sedan,23,16,204,2028,Luxury
Acura,TSX,2012,premium unleaded (required),280,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,28,19,204,38650,"Luxury,Performance"
Acura,Legend,1993,regular unleaded,230,6,MANUAL,front wheel drive,2,Midsize,Coupe,23,15,204,2042,"Luxury,Performance"
Acura,Integra,2000,regular unleaded,195,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,28,22,204,7398,"Hatchback,Factory Tuner,Luxury,Performance"
Acura,ILX,2017,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,35,25,204,29290,Luxury
Acura,RDX,2017,premium unleaded (recommended),279,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,19,204,38370,"Crossover,Luxury"
Acura,RSX,2005,regular unleaded,160,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,31,24,204,21350,"Hatchback,Luxury,Performance"
Acura,RSX,2005,regular unleaded,160,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,31,24,204,20275,"Hatchback,Luxury,Performance"
Acura,TLX,2017,premium unleaded (recommended),206,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,Sedan,35,24,204,31900,Luxury
Acura,RL,2010,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,22,16,204,50450,"Luxury,Performance"
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,18,204,48840,"Crossover,Luxury"
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204,52640,"Crossover,Luxury"
Acura,RL,2011,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,24,17,204,47200,"Luxury,Performance"
Acura,Integra,1999,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,28,22,204,3355,"Hatchback,Luxury,Performance"
Acura,SLX,1999,regular unleaded,215,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,18,13,204,2934,Luxury
Acura,RLX,2015,premium unleaded (recommended),310,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,20,204,50950,"Luxury,Performance"
Acura,Legend,1993,regular unleaded,200,6,MANUAL,front wheel drive,4,Midsize,Sedan,23,16,204,2060,Luxury
Acura,Integra,2000,regular unleaded,140,4,MANUAL,front wheel drive,4,Compact,Sedan,28,22,204,3012,Luxury
Acura,Integra,2000,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,28,22,204,3130,"Hatchback,Luxury"
Acura,RDX,2017,premium unleaded (recommended),279,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,28,20,204,39270,"Crossover,Luxury"
Acura,TLX,2016,premium unleaded (recommended),206,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,Sedan,35,24,204,31695,Luxury
Acura,ILX,2016,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,36,25,204,32900,Luxury
Acura,ILX,2016,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,36,25,204,27900,Luxury
Acura,RL,2010,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,22,16,204,46830,"Luxury,Performance"
Acura,Legend,1994,regular unleaded,230,6,MANUAL,front wheel drive,2,Midsize,Coupe,24,16,204,2384,"Luxury,Performance"
Acura,Vigor,1994,regular unleaded,176,5,MANUAL,front wheel drive,4,Midsize,Sedan,24,18,204,2000,Luxury
Acura,RLX,2016,premium unleaded (recommended),310,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,20,204,50950,"Luxury,Performance"
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204,50640,"Crossover,Luxury"
Acura,RL,2012,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,24,17,204,52350,"Luxury,Performance"
Acura,Integra,2000,regular unleaded,170,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,28,22,204,3652,"Hatchback,Luxury,Performance"
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204,49440,"Crossover,Luxury"
Acura,RDX,2016,premium unleaded (recommended),279,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,28,19,204,43520,"Crossover,Luxury"
Acura,RSX,2005,regular unleaded,160,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,31,22,204,22250,"Hatchback,Luxury,Performance"
Acura,TLX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,31,21,204,44800,Luxury
Acura,TLX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,21,204,39375,Luxury
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204,50640,"Crossover,Luxury"
Acura,ILX,2016,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,36,25,204,29200,Luxury
Acura,MDX,2015,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,18,204,44565,"Crossover,Luxury"
Acura,RDX,2017,premium unleaded (recommended),279,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,19,204,43720,"Crossover,Luxury"
Acura,Legend,1994,regular unleaded,200,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,22,17,204,2063,Luxury
Acura,RSX,2004,regular unleaded,160,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,30,24,204,21100,"Hatchback,Luxury,Performance"
Acura,TL,2013,premium unleaded (recommended),305,6,MANUAL,all wheel drive,4,Midsize,Sedan,25,17,204,43185,"Luxury,Performance"
Acura,RSX,2004,regular unleaded,160,4,AUTOMATIC,front wheel drive,2,Compact,2dr Hatchback,31,22,204,22000,"Hatchback,Luxury,Performance"
Acura,Integra,1999,regular unleaded,140,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,29,22,204,2912,"Hatchback,Luxury"
Acura,NSX,2005,regular unleaded,252,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,22,16,204,89000,"Exotic,Luxury,High-Performance"
Acura,Legend,1993,regular unleaded,200,6,MANUAL,front wheel drive,4,Midsize,Sedan,23,15,204,2000,Luxury
Acura,TSX,2012,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,22,204,33110,Luxury
Acura,ILX,2015,premium unleaded (recommended),150,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,35,24,204,31750,Luxury
Acura,ILX,2015,premium unleaded (recommended),150,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,35,24,204,27050,Luxury
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204,48360,"Crossover,Luxury"
Acura,CL,2002,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27,17,204,30030,Luxury
Acura,TSX Sport Wagon,2013,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Midsize,Wagon,30,22,204,35510,Luxury
Acura,TLX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,21,204,35350,Luxury
Acura,RL,2011,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,24,17,204,55150,"Luxury,Performance"
Acura,Integra,1999,regular unleaded,140,4,MANUAL,front wheel drive,4,Compact,Sedan,29,22,204,3000,Luxury
Acura,TSX,2012,premium unleaded (required),280,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,28,19,204,35550,"Luxury,Performance"
Acura,TL,2013,premium unleaded (recommended),280,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,29,20,204,39635,"Luxury,Performance"
Acura,RDX,2016,premium unleaded (recommended),279,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,29,20,204,42020,"Crossover,Luxury"
Acura,RSX,2004,premium unleaded (required),200,4,MANUAL,front wheel drive,2,Compact,2dr Hatchback,28,21,204,23320,"Hatchback,Factory Tuner,Luxury,Performance"
Acura,TLX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,21,204,35320,Luxury
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,20,204,54400,"Crossover,Luxury"
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204,47440,"Crossover,Luxury"
Acura,ILX,2016,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,36,25,204,34890,Luxury
Acura,CL,2002,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27,17,204,28030,Luxury
Acura,RDX,2017,premium unleaded (recommended),279,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,19,204,37070,"Crossover,Luxury"
Acura,TLX,2017,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,31,21,204,41600,Luxury
Acura,RLX,2016,premium unleaded (recommended),377,6,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,32,28,204,65950,"Luxury,High-Performance,Hybrid"
Acura,TSX,2012,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,22,204,30010,Luxury
Acura,Integra,1999,regular unleaded,140,4,MANUAL,front wheel drive,4,Compact,Sedan,29,22,204,2827,Luxury
Acura,RDX,2016,premium unleaded (recommended),279,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,29,20,204,40370,"Crossover,Luxury"
Acura,NSX,2005,regular unleaded,290,6,MANUAL,rear wheel drive,2,Compact,Coupe,22,16,204,89000,"Exotic,Luxury,High-Performance"
Acura,TLX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,21,204,42600,Luxury
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204,50360,"Crossover,Luxury"
Acura,TLX,2015,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,21,204,39375,Luxury
Acura,ILX,2015,premium unleaded (recommended),201,4,MANUAL,front wheel drive,4,Compact,Sedan,31,22,204,29350,"Luxury,Performance"
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,27,19,204,48640,"Crossover,Luxury"
Acura,MDX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,19,204,57230,"Crossover,Luxury"
Acura,RDX,2017,premium unleaded (recommended),279,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,19,204,42070,"Crossover,Luxury"
Acura,TSX,2014,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,22,204,30635,Luxury
Acura,Legend,1994,regular unleaded,230,6,MANUAL,front wheel drive,2,Midsize,Coupe,24,16,204,2181,"Luxury,Performance"
Acura,Integra,1999,regular unleaded,170,4,MANUAL,front wheel drive,4,Compact,Sedan,28,22,204,3381,"Luxury,Performance"
Acura,TL,2012,premium unleaded (required),280,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,29,20,204,39435,Luxury
Acura,RDX,2016,premium unleaded (recommended),279,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,28,19,204,38170,"Crossover,Luxury"
Acura,TLX,2015,premium unleaded (recommended),206,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,Sedan,35,24,204,31445,Luxury
Acura,NSX,2004,regular unleaded,252,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,22,16,204,89000,"Exotic,Luxury,High-Performance"
Acura,SLX,1997,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,17,13,204,2488,Luxury
Acura,RDX,2016,premium unleaded (recommended),279,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,28,19,204,36870,"Crossover,Luxury"
Acura,TLX,2015,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,31,21,204,44800,Luxury
Acura,CL,2001,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27,17,204,27980,Luxury
Acura,TSX,2012,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,22,204,31010,Luxury
Acura,TSX,2013,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,22,204,31510,Luxury
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,19,204,56400,"Crossover,Luxury"
Acura,RL,2011,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,24,17,204,51350,"Luxury,Performance"
Acura,SLX,1997,regular unleaded,190,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,17,13,204,2397,Luxury
Acura,CL,2003,premium unleaded (required),260,6,MANUAL,front wheel drive,2,Midsize,Coupe,26,17,204,30550,"Factory Tuner,Luxury,Performance"
Acura,CL,2003,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27,17,204,30350,Luxury
Acura,ZDX,2011,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,4dr Hatchback,23,16,204,56570,"Crossover,Hatchback,Luxury"
Acura,TLX,2016,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,31,21,204,41575,Luxury
Acura,TLX,2015,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,21,204,42600,Luxury
Acura,ZDX,2011,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,4dr Hatchback,23,16,204,50520,"Crossover,Hatchback,Luxury"
Acura,TSX,2014,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,22,204,31635,Luxury
Acura,ILX Hybrid,2014,premium unleaded (recommended),111,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,38,39,204,34600,"Luxury,Hybrid"
Acura,RDX,2015,premium unleaded (recommended),273,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,19,204,36495,"Crossover,Luxury"
Acura,TL,2013,premium unleaded (recommended),280,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,29,20,204,41835,"Luxury,Performance"
Acura,TSX,2012,premium unleaded (recommended),201,4,MANUAL,front wheel drive,4,Midsize,Sedan,29,21,204,31010,Luxury
Acura,TSX,2013,premium unleaded (recommended),201,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,31,22,204,33610,Luxury
Acura,RL,2011,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,24,17,204,51350,"Luxury,Performance"
Acura,CL,2003,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27,17,204,28200,Luxury
Acura,ZDX,2012,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,4dr Hatchback,23,16,204,46120,"Crossover,Hatchback,Luxury"
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204,52360,"Crossover,Luxury"
Acura,SLX,1998,regular unleaded,215,6,AUTOMATIC,four wheel drive,4,Midsize,4dr SUV,18,13,204,2816,Luxury
Acura,TLX,2015,premium unleaded (recommended),206,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,Sedan,35,24,204,35500,Luxury
Acura,RDX,2016,premium unleaded (recommended),279,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,29,20,204,39070,"Crossover,Luxury"
Acura,TL,2014,premium unleaded (recommended),280,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,29,20,204,41960,"Luxury,Performance"
Acura,ILX Hybrid,2014,premium unleaded (recommended),111,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,38,39,204,28900,"Luxury,Hybrid"
Acura,CL,2003,premium unleaded (required),260,6,MANUAL,front wheel drive,2,Midsize,Coupe,26,17,204,32700,"Factory Tuner,Luxury,Performance"
Acura,ZDX,2013,premium unleaded (recommended),300,6,AUTOMATIC,all wheel drive,4,Midsize,4dr Hatchback,23,16,204,50920,"Crossover,Hatchback,Luxury"
Acura,ZDX,2012,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,4dr Hatchback,23,16,204,50620,"Crossover,Hatchback,Luxury"
Acura,TSX,2013,premium unleaded (recommended),201,4,MANUAL,front wheel drive,4,Midsize,Sedan,29,21,204,31510,Luxury
Acura,CL,2001,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Midsize,Coupe,27,17,204,29980,Luxury
Acura,RDX,2016,premium unleaded (recommended),279,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,29,20,204,35370,"Crossover,Luxury"
