Make,Model,Year,Engine.Fuel.Type,Engine.HP,Engine.Cylinders,Transmission.Type,Driven_Wheels,Number.of.Doors,Vehicle.Size,Vehicle.Style,highway.MPG,city.mpg,Popularity,MSRP,Market.Category
Acura,RDX,2015,premium unleaded (recommended),273,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,19,204,40195,"Crossover,Luxury"
Acura,TLX,2015,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,31,21,204,41575,Luxury
Acura,TL,2013,premium unleaded (recommended),305,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,26,18,204,45385,"Luxury,Performance"
Acura,TL,2013,premium unleaded (recommended),305,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,26,18,204,39455,"Luxury,Performance"
Acura,TL,2014,premium unleaded (recommended),280,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,29,20,204,37530,"Luxury,Performance"
Acura,MDX,2017,premium unleaded (recommended),290,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,204,45950,"Crossover,Luxury"
Acura,TLX,2016,premium unleaded (recommended),206,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,Sedan,35,24,204,35750,Luxury
Acura,TLX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,21,204,42600,Luxury
Acura,TLX,2017,premium unleaded (recommended),290,6,AUTOMATIC,front wheel drive,4,Midsize,Sedan,34,21,204,39400,Luxury
Acura,RL,2010,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,22,16,204,50450,"Luxury,Performance"
Acura,RL,2012,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,24,17,204,52350,"Luxury,Performance"
Acura,ILX,2015,premium unleaded (recommended),150,4,AUTOMATIC,front wheel drive,4,Compact,Sedan,35,24,204,29350,Luxury
Acura,RL,2010,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,22,16,204,54250,"Luxury,Performance"
Acura,ILX,2016,premium unleaded (recommended),201,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,36,25,204,29900,Luxury
Aston Martin,V8 Vantage,2016,premium unleaded (required),430,8,MANUAL,rear wheel drive,2,Compact,Convertible,19,13,259,117800,"Exotic,High-Performance"
Aston Martin,V8 Vantage,2015,premium unleaded (required),430,8,MANUAL,rear wheel drive,2,Compact,Convertible,19,13,259,147495,"Exotic,High-Performance"
Aston Martin,DBS,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,18,12,259,284976,"Exotic,High-Performance"
Aston Martin,DBS,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,18,12,259,296387,"Exotic,High-Performance"
Aston Martin,DBS,2012,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,Midsize,Coupe,17,11,259,275461,"Exotic,High-Performance"
Aston Martin,V8 Vantage,2015,premium unleaded (required),430,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Convertible,21,14,259,138195,"Exotic,High-Performance"
Aston Martin,V8 Vantage,2014,premium unleaded (required),430,8,AUTOMATED_MANUAL,rear wheel drive,2,Compact,Coupe,21,14,259,136400,"Exotic,High-Performance"
Aston Martin,DBS,2012,premium unleaded (required),510,12,MANUAL,rear wheel drive,2,Midsize,Convertible,17,11,259,295987,"Exotic,High-Performance"
Aston Martin,Rapide S,2014,premium unleaded (required),550,12,AUTOMATIC,rear wheel drive,4,Large,Sedan,19,13,259,198250,"Exotic,High-Performance"
Aston Martin,DB9 GT,2016,premium unleaded (required),540,12,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,19,13,259,198250,"Exotic,High-Performance"
Aston Martin,DBS,2010,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,18,12,259,270400,"Exotic,High-Performance"
Aston Martin,Vanquish,2016,premium unleaded (required),568,12,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,21,13,259,287650,"Exotic,High-Performance"
Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Compact,Convertible,32,23,3105,43100,Luxury
Audi,A4,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,4,Midsize,Sedan,32,22,3105,39100,Luxury
Audi,Q5,2015,premium unleaded (required),245,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,30,24,3105,51900,"Crossover,Luxury,Hybrid"
Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,4,Compact,Sedan,33,24,3105,37700,Luxury
Audi,A3,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,2,Compact,Convertible,34,25,3105,37600,Luxury
Audi,A5,2017,flex-fuel (premium unleaded recommended/E85),220,4,AUTOMATIC,all wheel drive,2,Midsize,Coupe,22,15,3105,42200,"Flex Fuel,Luxury"
Audi,Q7,2014,diesel,240,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,28,19,3105,58900,"Crossover,Luxury,Diesel"
Audi,A3,2017,premium unleaded (recommended),186,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,35,26,3105,34450,Luxury
Audi,S5,2016,premium unleaded (required),333,6,MANUAL,all wheel drive,2,Midsize,Coupe,26,17,3105,53100,"Factory Tuner,Luxury,High-Performance"
Audi,Q7,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,28,19,3105,65400,"Crossover,Luxury,Diesel"
Audi,A7,2017,premium unleaded (required),333,6,AUTOMATIC,all wheel drive,4,Large,Sedan,29,21,3105,68800,"Luxury,Performance"
Audi,A5,2016,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,2,Midsize,Convertible,29,21,3105,50200,Luxury
Audi,Q5,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,31,24,3105,48100,"Crossover,Luxury,Diesel"
Audi,A7,2016,diesel,240,6,AUTOMATIC,all wheel drive,4,Large,Sedan,38,25,3105,70400,"Diesel,Luxury"
Audi,A5,2016,premium unleaded (required),220,4,MANUAL,all wheel drive,2,Midsize,Coupe,32,22,3105,40500,Luxury
Audi,S4,2016,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,28,18,3105,50200,"Factory Tuner,Luxury,High-Performance"
Audi,A4,2015,premium unleaded (required),220,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,24,3105,35500,Luxury
Audi,S5,2016,premium unleaded (required),333,6,AUTOMATED_MANUAL,all wheel drive,2,Midsize,Coupe,28,18,3105,60350,"Factory Tuner,Luxury,Performance"
Audi,R8,2015,premium unleaded (required),430,8,MANUAL,all wheel drive,2,Compact,Convertible,20,11,3105,129400,"Luxury,High-Performance"
Audi,A3,2015,diesel,150,4,AUTOMATED_MANUAL,front wheel drive,4,Compact,Sedan,43,31,3105,41050,"Diesel,Luxury"
Audi,A4,2017,premium unleaded (recommended),252,4,AUTOMATED_MANUAL,front wheel drive,4,Midsize,Sedan,33,25,3105,45900,"Luxury,Performance"
Audi,A4,2015,premium unleaded (required),220,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,31,22,3105,39700,Luxury
Audi,A3,2015,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Compact,Convertible,32,23,3105,38600,Luxury
Audi,SQ5,2017,premium unleaded (required),354,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24,17,3105,60800,"Crossover,Factory Tuner,Luxury,Performance"
Audi,R8,2014,premium unleaded (required),430,8,MANUAL,all wheel drive,2,Compact,Convertible,20,11,3105,128400,"Luxury,High-Performance"
Audi,A3,2016,premium unleaded (recommended),220,4,AUTOMATED_MANUAL,all wheel drive,2,Compact,Convertible,32,23,3105,48450,Luxury
Audi,RS 7,2017,premium unleaded (required),560,8,AUTOMATIC,all wheel drive,4,Large,Sedan,25,15,3105,110700,"Factory Tuner,Luxury,High-Performance"
Audi,V8,1993,regular unleaded,276,8,AUTOMATIC,all wheel drive,4,Midsize,Sedan,18,13,3105,2149,"Luxury,Performance"
Audi,RS 5,2013,premium unleaded (required),450,8,AUTOMATED_MANUAL,all wheel drive,2,Midsize,Convertible,23,16,3105,77900,"Factory Tuner,Luxury,High-Performance"
Audi,A8,2017,premium unleaded (required),450,8,AUTOMATIC,all wheel drive,4,Large,Sedan,29,18,3105,91500,"Luxury,High-Performance"
Audi,90,1994,regular unleaded,172,6,MANUAL,all wheel drive,4,Compact,Sedan,22,17,3105,2000,Luxury
Audi,R8,2015,premium unleaded (required),430,8,AUTOMATED_MANUAL,all wheel drive,2,Compact,Convertible,23,14,3105,138400,"Luxury,High-Performance"
Audi,R8,2015,premium unleaded (required),430,8,MANUAL,all wheel drive,2,Compact,Coupe,20,11,3105,115900,"Luxury,High-Performance"
Audi,90,1995,regular unleaded,172,6,MANUAL,front wheel drive,4,Compact,Sedan,24,17,3105,2000,Luxury
Audi,Q7,2015,diesel,240,6,AUTOMATIC,all wheel drive,4,Large,4dr SUV,28,19,3105,59900,"Crossover,Luxury,Diesel"
Audi,S6,2015,premium unleaded (required),420,8,AUTOMATED_MANUAL,all wheel drive,4,Midsize,Sedan,27,17,3105,75500,"Factory Tuner,Luxury,High-Performance"
Bentley,Continental GTC,2014,flex-fuel (premium unleaded required/E85),567,12,AUTOMATIC,all wheel drive,2,Midsize,Convertible,20,12,520,218500,"Exotic,Flex Fuel,Luxury,High-Performance"
Bentley,Continental GT,2015,premium unleaded (required),500,8,AUTOMATIC,all wheel drive,2,Midsize,Convertible,24,14,520,206300,"Exotic,Luxury,High-Performance"
Bentley,Continental GTC,2013,premium unleaded (required),500,8,AUTOMATIC,all wheel drive,2,Midsize,Convertible,24,14,520,191400,"Exotic,Luxury,High-Performance"
Bentley,Continental Flying Spur Speed,2011,premium unleaded (required),600,12,AUTOMATIC,all wheel drive,4,Large,Sedan,17,10,520,206600,"Exotic,Factory Tuner,Luxury,High-Performance"
Bentley,Continental GT,2016,premium unleaded (required),582,12,AUTOMATIC,all wheel drive,2,Midsize,Convertible,20,12,520,236100,"Exotic,Luxury,High-Performance"
BMW,M6 Gran Coupe,2015,premium unleaded (required),560,8,AUTOMATED_MANUAL,rear wheel drive,4,Large,Sedan,20,14,3916,115700,"Factory Tuner,Luxury,High-Performance"
BMW,5 Series Gran Turismo,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Large,4dr Hatchback,26,18,3916,63000,"Hatchback,Luxury"
BMW,4 Series,2015,premium unleaded (required),240,4,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,34,23,3916,48750,Luxury
BMW,3 Series Gran Turismo,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,Midsize,4dr Hatchback,33,22,3916,41850,"Hatchback,Luxury"
BMW,X5,2016,diesel,255,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,30,23,3916,57700,"Crossover,Luxury,Diesel"
BMW,X5,2016,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,24,18,3916,57000,"Crossover,Luxury"
BMW,X6,2016,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21,15,3916,75300,"Crossover,Luxury,Performance"
BMW,M4,2016,premium unleaded (required),425,6,MANUAL,rear wheel drive,2,Midsize,Coupe,26,17,3916,65700,"Factory Tuner,Luxury,High-Performance"
BMW,X6,2015,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,Midsize,4dr SUV,27,19,3916,59600,"Crossover,Luxury"
BMW,X5,2015,diesel,255,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,31,24,3916,57700,"Crossover,Luxury,Diesel"
BMW,3 Series Gran Turismo,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,Midsize,4dr Hatchback,33,22,3916,41850,"Hatchback,Luxury"
BMW,3 Series,2016,premium unleaded (required),320,6,AUTOMATIC,all wheel drive,4,Midsize,Sedan,33,22,3916,47800,"Luxury,High-Performance"
BMW,4 Series Gran Coupe,2016,premium unleaded (required),300,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,31,20,3916,47950,"Luxury,Performance"
BMW,X6 M,2016,premium unleaded (required),567,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,19,14,3916,102200,"Crossover,Factory Tuner,Luxury,High-Performance"
BMW,3 Series,2016,premium unleaded (required),180,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,35,23,3916,35150,Luxury
BMW,M6,2016,premium unleaded (required),552,8,AUTOMATED_MANUAL,rear wheel drive,2,Midsize,Convertible,20,14,3916,119700,"Factory Tuner,Luxury,High-Performance"
BMW,X6 M,2017,premium unleaded (required),567,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,19,14,3916,102200,"Crossover,Factory Tuner,Luxury,High-Performance"
BMW,6 Series Gran Coupe,2016,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,31,20,3916,79500,"Luxury,Performance"
BMW,2 Series,2017,premium unleaded (recommended),248,4,AUTOMATIC,rear wheel drive,2,Compact,Convertible,34,23,3916,38950,"Luxury,Performance"
BMW,6 Series,2017,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,30,21,3916,77600,"Luxury,Performance"
BMW,7 Series,2016,premium unleaded (required),445,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,25,17,3916,94400,"Luxury,High-Performance"
BMW,M4 GTS,2016,premium unleaded (required),493,6,AUTOMATED_MANUAL,rear wheel drive,2,Midsize,Coupe,23,16,3916,133205,"Factory Tuner,Luxury,High-Performance"
BMW,2 Series,2017,premium unleaded (recommended),248,4,AUTOMATIC,all wheel drive,2,Compact,Coupe,33,24,3916,35150,"Luxury,Performance"
BMW,X1,2017,premium unleaded (required),228,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,31,22,3916,35100,"Crossover,Luxury"
BMW,6 Series,2017,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,29,20,3916,85100,"Luxury,Performance"
BMW,X5,2017,premium unleaded (required),445,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,21,15,3916,72300,"Crossover,Luxury,Performance"
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,33,22,3916,42300,Luxury
BMW,6 Series,2016,premium unleaded (required),315,6,AUTOMATIC,rear wheel drive,2,Midsize,Convertible,31,20,3916,84800,"Luxury,Performance"
BMW,X5 M,2015,premium unleaded (required),567,8,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,19,14,3916,98700,"Crossover,Factory Tuner,Luxury,High-Performance"
BMW,X1,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,32,22,3916,33000,"Crossover,Luxury"
BMW,4 Series Gran Coupe,2016,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,34,22,3916,43650,Luxury
BMW,8 Series,1996,regular unleaded,282,8,AUTOMATIC,rear wheel drive,2,Midsize,Coupe,19,14,3916,5680,"Luxury,Performance"
BMW,7 Series,2016,premium unleaded (required),320,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,29,21,3916,81300,"Luxury,Performance"
BMW,ALPINA B6 Gran Coupe,2016,premium unleaded (required),600,8,AUTOMATIC,all wheel drive,4,Large,Sedan,24,15,3916,122200,"Factory Tuner,Luxury,High-Performance"
BMW,ActiveHybrid 7,2014,premium unleaded (required),350,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,22,3916,84300,"Luxury,Performance,Hybrid"
BMW,4 Series Gran Coupe,2015,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,33,22,3916,42300,Luxury
BMW,i3,2017,electric,170,0,DIRECT_DRIVE,rear wheel drive,4,Compact,4dr Hatchback,106,129,3916,43600,"Hatchback,Luxury"
BMW,M,2006,premium unleaded (required),330,6,MANUAL,rear wheel drive,2,Compact,Convertible,22,14,3916,51300,"Factory Tuner,Luxury,High-Performance"
BMW,5 Series,2016,premium unleaded (required),443,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,25,17,3916,66300,"Luxury,High-Performance"
BMW,X3,2015,diesel,180,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,34,27,3916,42000,"Crossover,Luxury,Diesel"
BMW,5 Series,2016,premium unleaded (required),240,4,AUTOMATIC,all wheel drive,4,Large,Sedan,34,22,3916,52500,Luxury
BMW,5 Series,2015,premium unleaded (required),443,8,AUTOMATIC,all wheel drive,4,Large,Sedan,25,16,3916,67200,"Luxury,High-Performance"
BMW,Z3,2001,premium unleaded (required),184,6,MANUAL,rear wheel drive,2,Compact,Convertible,25,18,3916,31300,"Luxury,Performance"
BMW,Z8,2002,premium unleaded (required),394,8,MANUAL,rear wheel drive,2,Compact,Convertible,19,12,3916,130000,"Exotic,Luxury,High-Performance"
BMW,X1,2015,premium unleaded (required),300,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,27,18,3916,39100,"Crossover,Luxury,Performance"
BMW,5 Series,2016,diesel,255,6,AUTOMATIC,rear wheel drive,4,Large,Sedan,38,26,3916,57350,"Diesel,Luxury"
Buick,Terraza,2005,regular unleaded,200,6,AUTOMATIC,all wheel drive,4,Midsize,Passenger Minivan,21,15,155,33855,Crossover
Buick,Verano,2016,regular unleaded,180,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,32,21,155,23480,Crossover
Buick,Skylark,1997,regular unleaded,150,4,AUTOMATIC,front wheel drive,2,Midsize,Coupe,29,19,155,2000,Crossover
Buick,Cascada,2017,premium unleaded (recommended),200,4,AUTOMATIC,front wheel drive,2,Midsize,Convertible,27,20,155,37065,Crossover
Buick,Encore,2016,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,30,23,155,25565,Crossover
Buick,Regal,2017,premium unleaded (recommended),259,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,27,19,155,34040,Performance
Buick,Envision,2017,flex-fuel (unleaded/E85),197,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,29,22,155,35870,"Crossover,Flex Fuel"
Buick,Lucerne,2011,flex-fuel (unleaded/E85),227,6,AUTOMATIC,front wheel drive,4,Large,Sedan,27,17,155,35675,Flex Fuel
Buick,Reatta,1991,regular unleaded,170,6,AUTOMATIC,front wheel drive,2,Compact,Coupe,25,16,155,2000,Crossover
Buick,Encore,2017,regular unleaded,138,4,AUTOMATIC,all wheel drive,4,Compact,4dr SUV,30,24,155,30565,Crossover
Buick,Regal,2016,premium unleaded (recommended),259,4,AUTOMATIC,front wheel drive,4,Midsize,Sedan,30,21,155,31565,Performance
Buick,Envision,2017,flex-fuel (unleaded/E85),197,4,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,29,22,155,37720,"Crossover,Flex Fuel"
Buick,Envision,2017,premium unleaded (recommended),252,4,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,20,155,42320,Crossover
Buick,Terraza,2006,regular unleaded,201,6,AUTOMATIC,front wheel drive,4,Midsize,Passenger Minivan,23,16,155,27250,Crossover
Buick,Enclave,2016,regular unleaded,288,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,22,15,155,43660,Crossover
Buick,LaCrosse,2015,regular unleaded,182,4,AUTOMATIC,front wheel drive,4,Large,Sedan,36,25,155,35725,"Flex Fuel,Hybrid"
Buick,Regal,2016,premium unleaded (recommended),259,4,AUTOMATIC,all wheel drive,4,Midsize,Sedan,27,19,155,31415,Performance
Buick,LaCrosse,2016,flex-fuel (unleaded/E85),304,6,AUTOMATIC,front wheel drive,4,Large,Sedan,28,18,155,33810,"Flex Fuel,Performance,Hybrid"
Buick,LaCrosse,2015,flex-fuel (unleaded/E85),304,6,AUTOMATIC,all wheel drive,4,Large,Sedan,26,17,155,38730,"Flex Fuel,Performance"
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272,4,AUTOMATIC,all wheel drive,2,Compact,Coupe,29,20,1624,44520,"Luxury,Performance"
Cadillac,ATS Coupe,2016,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,2,Compact,Coupe,31,22,1624,41920,"Luxury,Performance"
Cadillac,ATS,2016,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,31,22,1624,46110,"Luxury,Performance"
Cadillac,ATS Coupe,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,2,Compact,Coupe,31,21,1624,47095,"Luxury,Performance"
Cadillac,SRX,2016,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,24,17,1624,37605,"Crossover,Luxury"
Cadillac,ATS Coupe,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,2,Compact,Coupe,28,19,1624,47750,"Luxury,High-Performance"
Cadillac,ATS Coupe,2016,regular unleaded,335,6,AUTOMATIC,all wheel drive,2,Compact,Coupe,28,19,1624,51945,"Luxury,High-Performance"
Cadillac,ATS Coupe,2015,flex-fuel (unleaded/E85),321,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,28,18,1624,48165,"Flex Fuel,Luxury,High-Performance"
Cadillac,Brougham,1990,regular unleaded,140,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,22,15,1624,2000,Luxury
Cadillac,CTS Wagon,2012,regular unleaded,270,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624,40915,Luxury
Cadillac,Escalade ESV,2017,premium unleaded (recommended),420,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,20,15,1624,97795,"Luxury,Performance"
Cadillac,DeVille,2003,regular unleaded,275,8,AUTOMATIC,front wheel drive,4,Large,Sedan,25,16,1624,44400,Luxury
Cadillac,CTS Wagon,2014,regular unleaded,318,6,AUTOMATIC,rear wheel drive,4,Midsize,Wagon,26,18,1624,49795,"Luxury,Performance"
Cadillac,SRX,2014,regular unleaded,308,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,23,16,1624,50955,"Crossover,Luxury"
Cadillac,CT6,2016,premium unleaded (required),404,6,AUTOMATIC,all wheel drive,4,Large,Sedan,26,18,1624,64395,"Luxury,High-Performance"
Cadillac,ATS,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,30,20,1624,41340,"Luxury,High-Performance"
Cadillac,CT6,2017,regular unleaded,335,6,AUTOMATIC,all wheel drive,4,Large,Sedan,27,18,1624,83495,"Luxury,Performance"
Cadillac,ATS Coupe,2017,regular unleaded,335,6,AUTOMATIC,all wheel drive,2,Compact,Coupe,27,19,1624,48995,"Luxury,High-Performance"
Cadillac,STS-V,2007,premium unleaded (required),469,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,19,12,1624,75010,"Factory Tuner,Luxury,High-Performance"
Cadillac,SRX,2015,regular unleaded,308,6,AUTOMATIC,front wheel drive,4,Midsize,4dr SUV,24,17,1624,48920,"Crossover,Luxury"
Cadillac,XLR,2008,regular unleaded,320,8,AUTOMATIC,rear wheel drive,2,Compact,Convertible,24,15,1624,81855,Luxury
Cadillac,ATS Coupe,2016,regular unleaded,335,6,AUTOMATIC,rear wheel drive,2,Compact,Coupe,30,20,1624,50835,"Luxury,High-Performance"
Cadillac,CTS-V,2016,premium unleaded (required),640,8,AUTOMATIC,rear wheel drive,4,Large,Sedan,21,14,1624,83995,"Factory Tuner,Luxury,High-Performance"
Cadillac,CT6,2017,premium unleaded (recommended),265,4,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,22,1624,58395,Luxury
Cadillac,CTS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,20,1624,45345,"Luxury,Performance"
Cadillac,CTS Wagon,2014,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624,51695,"Luxury,Performance"
Cadillac,ATS,2015,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,Compact,Sedan,30,21,1624,39340,"Luxury,Performance"
Cadillac,XT5,2017,premium unleaded (required),310,6,AUTOMATIC,all wheel drive,4,Midsize,4dr SUV,26,18,1624,54390,"Crossover,Luxury"
Cadillac,ATS,2017,premium unleaded (recommended),272,4,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,31,22,1624,38395,"Luxury,Performance"
Cadillac,Catera,2000,regular unleaded,200,6,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,23,16,1624,2241,Luxury
Cadillac,CTS,2017,premium unleaded (recommended),268,4,AUTOMATIC,rear wheel drive,4,Large,Sedan,30,22,1624,45995,"Luxury,Performance"
Cadillac,XLR,2009,premium unleaded (recommended),320,8,AUTOMATIC,rear wheel drive,2,Compact,Convertible,24,15,1624,86215,Luxury
Cadillac,XTS,2015,regular unleaded,304,6,AUTOMATIC,front wheel drive,4,Large,Sedan,28,18,1624,49000,"Luxury,Performance"
Cadillac,Allante,1993,regular unleaded,295,8,AUTOMATIC,front wheel drive,2,Compact,Convertible,20,13,1624,2358,"Luxury,Performance"
Cadillac,CTS Wagon,2013,regular unleaded,318,6,AUTOMATIC,all wheel drive,4,Midsize,Wagon,26,18,1624,51650,"Luxury,Performance"
Cadillac,Escalade,2015,flex-fuel (unleaded/E85),420,8,AUTOMATIC,four wheel drive,4,Large,4dr SUV,21,14,1624,78295,"Flex Fuel,Luxury,Performance"
Cadillac,Escalade Hybrid,2011,regular unleaded,332,8,AUTOMATIC,rear wheel drive,4,Large,4dr SUV,23,20,1624,74135,"Luxury,Hybrid"
Cadillac,ATS,2016,regular unleaded,202,4,AUTOMATIC,rear wheel drive,4,Midsize,Sedan,32,22,1624,37340,Luxury
